Date;Heure;Type;Nom;Disponibilite;Capacite;Statut;Latitude;Longitude
25/12/2025;08:43:51;Voiture;Gare;460;656;Open;43.604024;3.87891
25/12/2025;08:43:51;Voiture;Triangle;376;434;Open;43.60923384;3.88184418
25/12/2025;08:43:51;Voiture;Pitot;524;590;Open;43.61224494;3.87019117
25/12/2025;08:43:51;Voiture;Circe;1121;1200;Open;43.60495377;3.9178495
25/12/2025;08:43:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;08:43:51;Voiture;Mosson;313;328;Open;43.61623716;3.81966554
25/12/2025;08:43:51;Voiture;Sabines;205;285;Open;43.58383263;3.8602246
25/12/2025;08:43:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;08:43:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;08:43:51;Voiture;Euromedecine;203;239;Open;43.63895359;3.82772365
25/12/2025;08:43:51;Voiture;Occitanie;568;615;Open;43.63456232;3.84859796
25/12/2025;08:43:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;08:43:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;08:43:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;08:43:51;Voiture;Charles de Gaulle;169;260;Open;43.6285421;3.8977621
25/12/2025;08:43:51;Voiture;Polygone;1713;1911;Open;43.607697;3.88515
25/12/2025;08:43:51;Voiture;Arc de Triomphe;198;440;Open;43.61100267;3.8732007
25/12/2025;08:43:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;08:53:51;Voiture;Antigone;178;239;Open;43.60871606;3.88881893
25/12/2025;08:53:51;Voiture;Comedie;501;664;Open;43.60856092;3.87976196
25/12/2025;08:53:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;08:53:51;Voiture;Europa;506;591;Open;43.60784971;3.89253074
25/12/2025;08:53:51;Voiture;Foch;576;620;Open;43.61074912;3.87657084
25/12/2025;08:53:51;Voiture;Gambetta;217;452;Open;43.60695138;3.87137436
25/12/2025;08:53:51;Voiture;Gare;460;656;Open;43.604024;3.87891
25/12/2025;08:53:51;Voiture;Triangle;374;434;Open;43.60923384;3.88184418
25/12/2025;08:53:51;Voiture;Pitot;524;590;Open;43.61224494;3.87019117
25/12/2025;08:53:51;Voiture;Circe;1120;1200;Open;43.60495377;3.9178495
25/12/2025;08:53:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;08:53:51;Voiture;Mosson;314;328;Open;43.61623716;3.81966554
25/12/2025;08:53:51;Voiture;Sabines;205;285;Open;43.58383263;3.8602246
25/12/2025;08:53:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;08:53:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;08:53:51;Voiture;Euromedecine;203;239;Open;43.63895359;3.82772365
25/12/2025;08:53:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;08:53:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;08:53:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;08:53:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;08:53:51;Voiture;Charles de Gaulle;169;260;Open;43.6285421;3.8977621
25/12/2025;08:53:51;Voiture;Polygone;1712;1911;Open;43.607697;3.88515
25/12/2025;08:53:51;Voiture;Arc de Triomphe;198;440;Open;43.61100267;3.8732007
25/12/2025;08:53:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;09:03:51;Voiture;Antigone;178;239;Open;43.60871606;3.88881893
25/12/2025;09:03:51;Voiture;Comedie;500;664;Open;43.60856092;3.87976196
25/12/2025;09:03:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;09:03:51;Voiture;Europa;506;591;Open;43.60784971;3.89253074
25/12/2025;09:03:51;Voiture;Foch;576;620;Open;43.61074912;3.87657084
25/12/2025;09:03:51;Voiture;Gambetta;220;452;Open;43.60695138;3.87137436
25/12/2025;09:03:51;Voiture;Gare;465;656;Open;43.604024;3.87891
25/12/2025;09:03:51;Voiture;Triangle;374;434;Open;43.60923384;3.88184418
25/12/2025;09:03:51;Voiture;Pitot;524;590;Open;43.61224494;3.87019117
25/12/2025;09:03:51;Voiture;Circe;1120;1200;Open;43.60495377;3.9178495
25/12/2025;09:03:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;09:03:51;Voiture;Mosson;314;328;Open;43.61623716;3.81966554
25/12/2025;09:03:51;Voiture;Sabines;205;285;Open;43.58383263;3.8602246
25/12/2025;09:03:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;09:03:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;09:03:51;Voiture;Euromedecine;202;239;Open;43.63895359;3.82772365
25/12/2025;09:03:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;09:03:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;09:03:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;09:03:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;09:03:51;Voiture;Charles de Gaulle;169;260;Open;43.6285421;3.8977621
25/12/2025;09:03:51;Voiture;Polygone;1709;1911;Open;43.607697;3.88515
25/12/2025;09:03:51;Voiture;Arc de Triomphe;198;440;Open;43.61100267;3.8732007
25/12/2025;09:03:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;09:13:51;Voiture;Antigone;177;239;Open;43.60871606;3.88881893
25/12/2025;09:13:51;Voiture;Comedie;499;664;Open;43.60856092;3.87976196
25/12/2025;09:13:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;09:13:51;Voiture;Europa;507;591;Open;43.60784971;3.89253074
25/12/2025;09:13:51;Voiture;Foch;578;620;Open;43.61074912;3.87657084
25/12/2025;09:13:51;Voiture;Gambetta;220;452;Open;43.60695138;3.87137436
25/12/2025;09:13:51;Voiture;Gare;475;656;Open;43.604024;3.87891
25/12/2025;09:13:51;Voiture;Triangle;374;434;Open;43.60923384;3.88184418
25/12/2025;09:13:51;Voiture;Pitot;525;590;Open;43.61224494;3.87019117
25/12/2025;09:13:51;Voiture;Circe;1120;1200;Open;43.60495377;3.9178495
25/12/2025;09:13:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;09:13:51;Voiture;Mosson;314;328;Open;43.61623716;3.81966554
25/12/2025;09:13:51;Voiture;Sabines;204;285;Open;43.58383263;3.8602246
25/12/2025;09:13:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;09:13:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;09:13:51;Voiture;Euromedecine;202;239;Open;43.63895359;3.82772365
25/12/2025;09:13:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;09:13:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;09:13:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;09:13:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;09:13:51;Voiture;Charles de Gaulle;170;260;Open;43.6285421;3.8977621
25/12/2025;09:13:51;Voiture;Polygone;1710;1911;Open;43.607697;3.88515
25/12/2025;09:13:51;Voiture;Arc de Triomphe;197;440;Open;43.61100267;3.8732007
25/12/2025;09:13:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;09:23:51;Voiture;Antigone;177;239;Open;43.60871606;3.88881893
25/12/2025;09:23:51;Voiture;Comedie;499;664;Open;43.60856092;3.87976196
25/12/2025;09:23:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;09:23:51;Voiture;Europa;507;591;Open;43.60784971;3.89253074
25/12/2025;09:23:51;Voiture;Foch;580;620;Open;43.61074912;3.87657084
25/12/2025;09:23:51;Voiture;Gambetta;219;452;Open;43.60695138;3.87137436
25/12/2025;09:23:51;Voiture;Gare;477;656;Open;43.604024;3.87891
25/12/2025;09:23:51;Voiture;Triangle;373;434;Open;43.60923384;3.88184418
25/12/2025;09:23:51;Voiture;Pitot;524;590;Open;43.61224494;3.87019117
25/12/2025;09:23:51;Voiture;Circe;1119;1200;Open;43.60495377;3.9178495
25/12/2025;09:23:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;09:23:51;Voiture;Mosson;314;328;Open;43.61623716;3.81966554
25/12/2025;09:23:51;Voiture;Sabines;205;285;Open;43.58383263;3.8602246
25/12/2025;09:23:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;09:23:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;09:23:51;Voiture;Euromedecine;202;239;Open;43.63895359;3.82772365
25/12/2025;09:23:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;09:23:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;09:23:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;09:23:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;09:23:51;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
25/12/2025;09:23:51;Voiture;Polygone;1711;1911;Open;43.607697;3.88515
25/12/2025;09:23:51;Voiture;Arc de Triomphe;197;440;Open;43.61100267;3.8732007
25/12/2025;09:23:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;09:33:51;Voiture;Antigone;177;239;Open;43.60871606;3.88881893
25/12/2025;09:33:51;Voiture;Comedie;500;664;Open;43.60856092;3.87976196
25/12/2025;09:33:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;09:33:51;Voiture;Europa;508;591;Open;43.60784971;3.89253074
25/12/2025;09:33:51;Voiture;Foch;581;620;Open;43.61074912;3.87657084
25/12/2025;09:33:51;Voiture;Gambetta;219;452;Open;43.60695138;3.87137436
25/12/2025;09:33:51;Voiture;Gare;477;656;Open;43.604024;3.87891
25/12/2025;09:33:51;Voiture;Triangle;374;434;Open;43.60923384;3.88184418
25/12/2025;09:33:51;Voiture;Pitot;525;590;Open;43.61224494;3.87019117
25/12/2025;09:33:51;Voiture;Circe;1119;1200;Open;43.60495377;3.9178495
25/12/2025;09:33:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;09:33:51;Voiture;Mosson;314;328;Open;43.61623716;3.81966554
25/12/2025;09:33:51;Voiture;Sabines;205;285;Open;43.58383263;3.8602246
25/12/2025;09:33:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;09:33:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;09:33:51;Voiture;Euromedecine;202;239;Open;43.63895359;3.82772365
25/12/2025;09:33:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;09:33:51;Voiture;Vicarello;47;64;Open;43.63286;3.898411
25/12/2025;09:33:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;09:33:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;09:33:51;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
25/12/2025;09:33:51;Voiture;Polygone;1709;1911;Open;43.607697;3.88515
25/12/2025;09:33:51;Voiture;Arc de Triomphe;197;440;Open;43.61100267;3.8732007
25/12/2025;09:33:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;09:43:51;Voiture;Antigone;177;239;Open;43.60871606;3.88881893
25/12/2025;09:43:51;Voiture;Comedie;500;664;Open;43.60856092;3.87976196
25/12/2025;09:43:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;09:43:51;Voiture;Europa;508;591;Open;43.60784971;3.89253074
25/12/2025;09:43:51;Voiture;Foch;580;620;Open;43.61074912;3.87657084
25/12/2025;09:43:51;Voiture;Gambetta;219;452;Open;43.60695138;3.87137436
25/12/2025;09:43:51;Voiture;Gare;477;656;Open;43.604024;3.87891
25/12/2025;09:43:51;Voiture;Triangle;375;434;Open;43.60923384;3.88184418
25/12/2025;09:43:51;Voiture;Pitot;525;590;Open;43.61224494;3.87019117
25/12/2025;09:43:51;Voiture;Circe;1118;1200;Open;43.60495377;3.9178495
25/12/2025;09:43:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;09:43:51;Voiture;Mosson;312;328;Open;43.61623716;3.81966554
25/12/2025;09:43:51;Voiture;Sabines;203;285;Open;43.58383263;3.8602246
25/12/2025;09:43:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;09:43:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;09:43:51;Voiture;Euromedecine;201;239;Open;43.63895359;3.82772365
25/12/2025;09:43:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;09:43:51;Voiture;Vicarello;47;64;Open;43.63286;3.898411
25/12/2025;09:43:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;09:43:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;09:43:51;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
25/12/2025;09:43:51;Voiture;Polygone;1709;1911;Open;43.607697;3.88515
25/12/2025;09:43:51;Voiture;Arc de Triomphe;197;440;Open;43.61100267;3.8732007
25/12/2025;09:43:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;09:53:51;Voiture;Antigone;177;239;Open;43.60871606;3.88881893
25/12/2025;09:53:51;Voiture;Comedie;500;664;Open;43.60856092;3.87976196
25/12/2025;09:53:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;09:53:51;Voiture;Europa;510;591;Open;43.60784971;3.89253074
25/12/2025;09:53:51;Voiture;Foch;579;620;Open;43.61074912;3.87657084
25/12/2025;09:53:51;Voiture;Gambetta;220;452;Open;43.60695138;3.87137436
25/12/2025;09:53:51;Voiture;Gare;475;656;Open;43.604024;3.87891
25/12/2025;09:53:51;Voiture;Triangle;375;434;Open;43.60923384;3.88184418
25/12/2025;09:53:51;Voiture;Pitot;525;590;Open;43.61224494;3.87019117
25/12/2025;09:53:51;Voiture;Circe;1118;1200;Open;43.60495377;3.9178495
25/12/2025;09:53:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;09:53:51;Voiture;Mosson;314;328;Open;43.61623716;3.81966554
25/12/2025;09:53:51;Voiture;Sabines;202;285;Open;43.58383263;3.8602246
25/12/2025;09:53:51;Voiture;Sablassou;298;379;Open;43.63419194;3.92229536
25/12/2025;09:53:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;09:53:51;Voiture;Euromedecine;201;239;Open;43.63895359;3.82772365
25/12/2025;09:53:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;09:53:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;09:53:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;09:53:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;09:53:51;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
25/12/2025;09:53:51;Voiture;Polygone;1704;1911;Open;43.607697;3.88515
25/12/2025;09:53:51;Voiture;Arc de Triomphe;197;440;Open;43.61100267;3.8732007
25/12/2025;09:53:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;10:03:51;Voiture;Antigone;176;239;Open;43.60871606;3.88881893
25/12/2025;10:03:51;Voiture;Comedie;501;664;Open;43.60856092;3.87976196
25/12/2025;10:03:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;10:03:51;Voiture;Europa;510;591;Open;43.60784971;3.89253074
25/12/2025;10:03:51;Voiture;Foch;581;620;Open;43.61074912;3.87657084
25/12/2025;10:03:51;Voiture;Gambetta;221;452;Open;43.60695138;3.87137436
25/12/2025;10:03:51;Voiture;Gare;476;656;Open;43.604024;3.87891
25/12/2025;10:03:51;Voiture;Triangle;375;434;Open;43.60923384;3.88184418
25/12/2025;10:03:51;Voiture;Pitot;524;590;Open;43.61224494;3.87019117
25/12/2025;10:03:51;Voiture;Circe;1118;1200;Open;43.60495377;3.9178495
25/12/2025;10:03:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;10:03:51;Voiture;Mosson;314;328;Open;43.61623716;3.81966554
25/12/2025;10:03:51;Voiture;Sabines;202;285;Open;43.58383263;3.8602246
25/12/2025;10:03:51;Voiture;Sablassou;298;379;Open;43.63419194;3.92229536
25/12/2025;10:03:51;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
25/12/2025;10:03:51;Voiture;Euromedecine;201;239;Open;43.63895359;3.82772365
25/12/2025;10:03:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;10:03:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;10:03:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;10:03:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;10:03:51;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
25/12/2025;10:03:51;Voiture;Polygone;1704;1911;Open;43.607697;3.88515
25/12/2025;10:03:51;Voiture;Arc de Triomphe;199;440;Open;43.61100267;3.8732007
25/12/2025;10:03:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;10:13:51;Voiture;Antigone;176;239;Open;43.60871606;3.88881893
25/12/2025;10:13:51;Voiture;Comedie;501;664;Open;43.60856092;3.87976196
25/12/2025;10:13:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;10:13:51;Voiture;Europa;511;591;Open;43.60784971;3.89253074
25/12/2025;10:13:51;Voiture;Foch;582;620;Open;43.61074912;3.87657084
25/12/2025;10:13:51;Voiture;Gambetta;221;452;Open;43.60695138;3.87137436
25/12/2025;10:13:51;Voiture;Gare;476;656;Open;43.604024;3.87891
25/12/2025;10:13:51;Voiture;Triangle;375;434;Open;43.60923384;3.88184418
25/12/2025;10:13:51;Voiture;Pitot;522;590;Open;43.61224494;3.87019117
25/12/2025;10:13:51;Voiture;Circe;1118;1200;Open;43.60495377;3.9178495
25/12/2025;10:13:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;10:13:51;Voiture;Mosson;313;328;Open;43.61623716;3.81966554
25/12/2025;10:13:51;Voiture;Sabines;202;285;Open;43.58383263;3.8602246
25/12/2025;10:13:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;10:13:51;Voiture;Saint Jean Le Sec;237;285;Open;43.57082225;3.8379312
25/12/2025;10:13:51;Voiture;Euromedecine;201;239;Open;43.63895359;3.82772365
25/12/2025;10:13:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;10:13:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;10:13:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;10:13:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;10:13:51;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
25/12/2025;10:13:51;Voiture;Polygone;1704;1911;Open;43.607697;3.88515
25/12/2025;10:13:51;Voiture;Arc de Triomphe;199;440;Open;43.61100267;3.8732007
25/12/2025;10:13:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;10:23:51;Voiture;Antigone;176;239;Open;43.60871606;3.88881893
25/12/2025;10:23:51;Voiture;Comedie;502;664;Open;43.60856092;3.87976196
25/12/2025;10:23:51;Voiture;Corum;388;480;Open;43.61388821;3.88225773
25/12/2025;10:23:51;Voiture;Europa;511;591;Open;43.60784971;3.89253074
25/12/2025;10:23:51;Voiture;Foch;581;620;Open;43.61074912;3.87657084
25/12/2025;10:23:51;Voiture;Gambetta;221;452;Open;43.60695138;3.87137436
25/12/2025;10:23:51;Voiture;Gare;475;656;Open;43.604024;3.87891
25/12/2025;10:23:51;Voiture;Triangle;375;434;Open;43.60923384;3.88184418
25/12/2025;10:23:51;Voiture;Pitot;519;590;Open;43.61224494;3.87019117
25/12/2025;10:23:51;Voiture;Circe;1118;1200;Open;43.60495377;3.9178495
25/12/2025;10:23:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;10:23:51;Voiture;Mosson;312;328;Open;43.61623716;3.81966554
25/12/2025;10:23:51;Voiture;Sabines;203;285;Open;43.58383263;3.8602246
25/12/2025;10:23:51;Voiture;Sablassou;297;379;Open;43.63419194;3.92229536
25/12/2025;10:23:51;Voiture;Saint Jean Le Sec;237;285;Open;43.57082225;3.8379312
25/12/2025;10:23:51;Voiture;Euromedecine;201;239;Open;43.63895359;3.82772365
25/12/2025;10:23:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;10:23:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;10:23:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;10:23:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;10:23:51;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
25/12/2025;10:23:51;Voiture;Polygone;1704;1911;Open;43.607697;3.88515
25/12/2025;10:23:51;Voiture;Arc de Triomphe;195;440;Open;43.61100267;3.8732007
25/12/2025;10:23:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;10:33:51;Voiture;Antigone;176;239;Open;43.60871606;3.88881893
25/12/2025;10:33:51;Voiture;Comedie;504;664;Open;43.60856092;3.87976196
25/12/2025;10:33:51;Voiture;Corum;389;480;Open;43.61388821;3.88225773
25/12/2025;10:33:51;Voiture;Europa;511;591;Open;43.60784971;3.89253074
25/12/2025;10:33:51;Voiture;Foch;583;620;Open;43.61074912;3.87657084
25/12/2025;10:33:51;Voiture;Gambetta;222;452;Open;43.60695138;3.87137436
25/12/2025;10:33:51;Voiture;Gare;474;656;Open;43.604024;3.87891
25/12/2025;10:33:51;Voiture;Triangle;372;434;Open;43.60923384;3.88184418
25/12/2025;10:33:51;Voiture;Pitot;518;590;Open;43.61224494;3.87019117
25/12/2025;10:33:51;Voiture;Circe;1118;1200;Open;43.60495377;3.9178495
25/12/2025;10:33:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;10:33:51;Voiture;Mosson;313;328;Open;43.61623716;3.81966554
25/12/2025;10:33:51;Voiture;Sabines;203;285;Open;43.58383263;3.8602246
25/12/2025;10:33:51;Voiture;Sablassou;296;379;Open;43.63419194;3.92229536
25/12/2025;10:33:51;Voiture;Saint Jean Le Sec;237;285;Open;43.57082225;3.8379312
25/12/2025;10:33:51;Voiture;Euromedecine;200;239;Open;43.63895359;3.82772365
25/12/2025;10:33:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;10:33:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;10:33:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;10:33:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;10:33:51;Voiture;Charles de Gaulle;172;260;Open;43.6285421;3.8977621
25/12/2025;10:33:51;Voiture;Polygone;1705;1911;Open;43.607697;3.88515
25/12/2025;10:33:51;Voiture;Arc de Triomphe;194;440;Open;43.61100267;3.8732007
25/12/2025;10:33:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;10:43:51;Voiture;Antigone;176;239;Open;43.60871606;3.88881893
25/12/2025;10:43:51;Voiture;Comedie;503;664;Open;43.60856092;3.87976196
25/12/2025;10:43:51;Voiture;Corum;390;480;Open;43.61388821;3.88225773
25/12/2025;10:43:51;Voiture;Europa;511;591;Open;43.60784971;3.89253074
25/12/2025;10:43:51;Voiture;Foch;582;620;Open;43.61074912;3.87657084
25/12/2025;10:43:51;Voiture;Gambetta;221;452;Open;43.60695138;3.87137436
25/12/2025;10:43:51;Voiture;Gare;471;656;Open;43.604024;3.87891
25/12/2025;10:43:51;Voiture;Triangle;375;434;Open;43.60923384;3.88184418
25/12/2025;10:43:51;Voiture;Pitot;511;590;Open;43.61224494;3.87019117
25/12/2025;10:43:51;Voiture;Circe;1118;1200;Open;43.60495377;3.9178495
25/12/2025;10:43:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;10:43:51;Voiture;Mosson;313;328;Open;43.61623716;3.81966554
25/12/2025;10:43:51;Voiture;Sabines;202;285;Open;43.58383263;3.8602246
25/12/2025;10:43:51;Voiture;Sablassou;296;379;Open;43.63419194;3.92229536
25/12/2025;10:43:51;Voiture;Saint Jean Le Sec;237;285;Open;43.57082225;3.8379312
25/12/2025;10:43:51;Voiture;Euromedecine;200;239;Open;43.63895359;3.82772365
25/12/2025;10:43:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
25/12/2025;10:43:51;Voiture;Vicarello;48;64;Open;43.63286;3.898411
25/12/2025;10:43:51;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
25/12/2025;10:43:51;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
25/12/2025;10:43:51;Voiture;Charles de Gaulle;173;260;Open;43.6285421;3.8977621
25/12/2025;10:43:51;Voiture;Polygone;1703;1911;Open;43.607697;3.88515
25/12/2025;10:43:51;Voiture;Arc de Triomphe;192;440;Open;43.61100267;3.8732007
25/12/2025;10:43:51;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
25/12/2025;10:53:51;Voiture;Antigone;176;239;Open;43.60871606;3.88881893
25/12/2025;10:53:51;Voiture;Comedie;501;664;Open;43.60856092;3.87976196
25/12/2025;10:53:51;Voiture;Corum;387;480;Open;43.61388821;3.88225773
25/12/2025;10:53:51;Voiture;Europa;511;591;Open;43.60784971;3.89253074
25/12/2025;10:53:51;Voiture;Foch;584;620;Open;43.61074912;3.87657084
25/12/2025;10:53:51;Voiture;Gambetta;219;452;Open;43.60695138;3.87137436
25/12/2025;10:53:51;Voiture;Gare;466;656;Open;43.604024;3.87891
25/12/2025;10:53:51;Voiture;Triangle;375;434;Open;43.60923384;3.88184418
25/12/2025;10:53:51;Voiture;Pitot;512;590;Open;43.61224494;3.87019117
25/12/2025;10:53:51;Voiture;Circe;1118;1200;Open;43.60495377;3.9178495
25/12/2025;10:53:51;Voiture;Garcia Lorca;383;400;Open;43.59098509;3.8907158
25/12/2025;10:53:51;Voiture;Mosson;312;328;Open;43.61623716;3.81966554
25/12/2025;10:53:51;Voiture;Sabines;202;285;Open;43.58383263;3.8602246
25/12/2025;10:53:51;Voiture;Sablassou;296;379;Open;43.63419194;3.92229536
25/12/2025;10:53:51;Voiture;Saint Jean Le Sec;237;285;Open;43.57082225;3.8379312
25/12/2025;10:53:51;Voiture;Euromedecine;200;239;Open;43.63895359;3.82772365
25/12/2025;10:53:51;Voiture;Occitanie;567;615;Open;43.63456232;3.84859796
